Room,Door,Lead to,Logic,Status,Comment,Aloha Suggested (Enhanced version),notes,TODO comments (delete when DONE)
Summit 12,Summit12LowerLeft,Summit13LowerRight,"Summit12LeftDoor | Summit12UpperLeft
| (Summit12Right | Summit12RightDoor) + (high_jump | wall_grab | moon | snow | double_jump + (STALL | flower) | STALL + grav + (flower | dodge))",Done,"simplified requirements, just sprint

Requirements from Right are same as above (line 815)

leg enhancement + double_jump",Finished,,
Summit 12,Summit12Right,Summit18Left,"Summit12RightDoor 
| (Summit12LowerLeft | Summit12UpperLeft | Summit12LeftDoor) + (high_jump | wall_grab)",Not Labbed,Requirements from lefts are same as below (line 818),STALL + grav + double_jump + (dodge | RONIN)?,,
Summit 12,Summit12RightDoor,Summit17CenterDoor,"Summit12Right 
| (Summit12LowerLeft | Summit12UpperLeft | Summit12LeftDoor) + (high_jump | wall_grab)",Not Labbed,Requirements from lefts are same as above (line 819),,,
Summit 12,Summit12UpperLeft,Summit13UpperRight,(Summit12LowerLeft | Summit12LeftDoor | Summit12Right | Summit12RightDoor) + WALL_DASH,Not Labbed,,,,
Summit 13,Summit13Left,Summit14Right,Summit13LowerRight + (high_jump | wall_grab | double_jump | RONIN | lazer | granade | STALL + (grav | blaster) | blaster + grav | dodge + (scythe | axe)),Done,"also pile attack (sword + dodge + pile_attack)
or leg enhancement",Finished,,
Summit 13,Summit13LowerRight,Summit12LowerLeft,Summit13Left,Not Labbed,,N/A,,
Summit 13,Summit13UpperRight,Summit12UpperLeft,None,Not Labbed,,N/A,,
Summit 14,Summit14CenterDoor,Summit20CenterDoor,Summit14Left | Summit14Right,Not Labbed,,N/A,,
Summit 14,Summit14Left,Summit09Right,Summit14Right | Summit14CenterDoor,Not Labbed,,N/A,,
Summit 14,Summit14Right,Summit13Left,Summit14Left | Summit14CenterDoor,Not Labbed,,N/A,,
Summit 15,Summit15CenterDoor,Summit08RightDoor,Summit15HiddenRight | Summit15Right | Summit15Left + Summit16Right_Lever,Not Labbed,,N/A,,
Summit 15,Summit15HiddenRight,Summit09UpperLeft,(Summit15Right | Summit15CenterDoor | Summit15Left + Summit16Right_Lever) + (high_jump | (scythe | axe) + grav + double_jump + dodge + RONIN | sword + grav + double_jump + dodge + snow | wall_grab + (axe | (scythe | sword) + grav | scythe + dodge | snow | moon | FLOWER2 | double_jump)),Done,,Finished,,
Summit 15,Summit15Left,Summit16Right,(Summit15Right | Summit15HiddenRight | Summit15CenterDoor) + Summit16Right_Lever,Not Labbed,,N/A,,
Summit 15,Summit15Right,Summit09LowerLeft,Summit15HiddenRight | Summit15CenterDoor | Summit15Left + Summit16Right_Lever,Not Labbed,,N/A,,
Summit 16,Summit16CenterDoor,Summit24CenterDoor,Summit16Left + (high_jump | (double_jump + wall_grab)),Not Labbed,,,,
Summit 16,Summit16Left,Summit11Right,Summit16Right | Summit16CenterDoor,Not Labbed,,N/A,,
Summit 16,Summit16Right,Summit15Left,Summit16CenterDoor,Not Labbed,,N/A,,
Summit 17,Summit17CenterDoor,Summit12RightDoor,Summit17LowerLeft ,Not Labbed,,N/A,,
Summit 17,Summit17LowerLeft,Summit23LowerRight,Summit17CenterDoor,Not Labbed,,N/A,,
Summit 17,Summit17UpperLeft,Summit23UpperRight,(Summit17LowerLeft | Summit17CenterDoor) + WALL_DASH + (high_jump | hook + (double_jump | dodge)),Not Labbed,,,,
Summit 18,Summit18Left,Summit12Right,None,Not Labbed,,N/A,,
Summit 19,Summit19CenterDoor,Labo18RightDoor,Summit19Right,Not Labbed,,N/A,,
Summit 19,Summit19Right,Summit08Left,Summit19CenterDoor,Not Labbed,,N/A,,
Summit 20,Summit20CenterDoor,Summit14CenterDoor,Summit20Upper,Not Labbed,,N/A,,
Summit 20,Summit20Upper,Summit21Lower,Summit20CenterDoor + Summit20Upper_Lever + (double_jump + wall_grab | high_jump | WALL_DASH),Not Labbed,,,,
Summit 21,Summit21Left,Summit24LowerRight,Summit21Lower | Summit21Right + WALL_DASH,Not Labbed,,N/A,,
Summit 21,Summit21Lower,Summit20Upper,Summit21Left | Summit21Right,Not Labbed,,N/A,,
Summit 21,Summit21Right,Summit22LowerLeft,(Summit21Lower | Summit21Left) + (high_jump | wall_grab),Not Labbed,,,,
Summit 22,Summit22CenterLeft,Summit25LowerRight,Summit23CenterLeft + WALL_DASH,Not Labbed,,N/A,,
Summit 22,Summit22CenterRight,Summit23CenterLeft,"((Summit22UpperLeft | Summit22CenterLeft | Summit22UpperRight) + (WALL_DASH | high_jump | (double_jump + wall_grab))
| (Summit22LowerLeft | Summit22LowerRight) + (high_jump | (double_jump + wall_grab))) 
+ Summit23Upper_Lever",Not Labbed,,,,
Summit 22,Summit22LowerLeft,Summit21Right,Summit22UpperLeft | Summit22UpperRight + WALL_DASH,Not Labbed,,N/A,,
Summit 22,Summit22LowerRight,Summit23LowerLeft,Summit21Right + WALL_DASH,Not Labbed,,N/A,,
Summit 22,Summit22UpperLeft,Summit25UpperRight,"Summit22LowerLeft + (high_jump | double_jump + wall_grab)
| Summit22UpperRight + WALL_DASH",Not Labbed,,,,
Summit 22,Summit22UpperRight,Summit23UpperLeft,Summit25UpperRight + WALL_DASH,Not Labbed,,N/A,,
Summit 23,Summit23CenterLeft,Summit22CenterRight,Summit23LowerRight + Summit23Left_Lever + wall_grab + (high_jump | double_jump + (dodge | wall_charge)),Not Labbed,,,,
Summit 23,Summit23LowerLeft,Summit22LowerRight,None,Not Labbed,,N/A,,
Summit 23,Summit23LowerRight,Summit17LowerLeft,Summit23CenterLeft + Summit23Upper_Lever + Summit23Left_Lever,Not Labbed,,N/A,,
Summit 23,Summit23UpperLeft,Summit22UpperRight,None,Not Labbed,,N/A,,
Summit 23,Summit23UpperRight,Summit17UpperLeft,None,Not Labbed,,N/A,,
Summit 24,Summit24CenterDoor,Summit16CenterDoor,"Summit24UpperLeft + (dodge + double_jump | wall_charge) + wall_grab 
| (Summit24CenterRight | Summit24HiddenRight | Summit24UpperRight) + WALL_DASH",Not Labbed,,,,
Summit 24,Summit24CenterLeft,Summit27CenterRight," ((Summit24CenterDoor | Summit24CenterRight | Summit24HiddenRight) + ((double_jump + dodge | wall_charge) + wall_grab)
| Summit24UpperLeft | Summit24UpperRight + WALL_DASH) 
+ Summit27Upper_Lever",Not Labbed,,,,
Summit 24,Summit24CenterRight,Summit25UpperLeft,"Summit24CenterDoor + ((high_jump | double_jump) + WALL_DASH | high_jump + double_jump + dodge + wall_grab)
| Summit24UpperLeft + ((double_jump + dodge | wall_charge + (double_jump | high_jump)) + wall_grab)
| Summit24HiddenRight + (double_jump + wall_grab | high_jump)
| Summit24UpperRight + WALL_DASH",Not Labbed,,,,
Summit 24,Summit24HiddenRight,Summit25LowerLeft,"Summit24UpperLeft + (double_jump + dodge | wall_charge) + wall_grab
| Summit24CenterDoor + (WALL_DASH | high_jump + double_jump + dodge + wall_grab)
| Summit24CenterRight | Summit24UpperRight + WALL_DASH",Not Labbed,,,,
Summit 24,Summit24LowerLeft,Summit27LowerRight,(Summit24UpperLeft | Summit24CenterRight | Summit24CenterDoor | Summit24HiddenRight | Summit24UpperRight) + WALL_DASH,Not Labbed,,,,
Summit 24,Summit24LowerRight,Summit21Left,(Summit24CenterRight | Summit24UpperLeft | Summit24CenterDoor | Summit24HiddenRight | Summit24UpperRight) + WALL_DASH,Not Labbed,,,,
Summit 24,Summit24UpperLeft,Summit27UpperRight,"Summit24CenterDoor + (high_jump + double_jump + (wall_grab | dodge) | WALL_DASH)
| (Summit24CenterRight | Summit24HiddenRight | Summit24UpperRight) + WALL_DASH ",Not Labbed,,,,
Summit 24,Summit24UpperRight,Summit26Left,Summit25UpperLeft + (high_jump | double_jump | dodge) + WALL_DASH,Not Labbed,,,,
Summit 25,Summit25Lower,Summit28Upper,(Summit25LowerRight + (high_jump | (double_jump | dodge) + wall_grab)) + pile_attack,Not Labbed,,,,
Summit 25,Summit25LowerLeft,Summit24HiddenRight,None,Not Labbed,,N/A,,
Summit 25,Summit25LowerRight,Summit22CenterLeft,None,Not Labbed,,N/A,,
Summit 25,Summit25UpperLeft,Summit24CenterRight,(Summit25LowerRight + Summit25Upper_Lever) + ((high_jump | double_jump | wall_charge) + wall_grab),Not Labbed,,,,
Summit 25,Summit25UpperRight,Summit22UpperLeft,(Summit25LowerRight + Summit25Right_Lever) + (high_jump | WALL_DASH | double_jump + wall_grab),Not Labbed,,,,
Summit 26,Summit26CenterDoor,Summit30CenterDoor,Summit26Left,Not Labbed,,N/A,,
Summit 26,Summit26Left,Summit24UpperRight,Summit26CenterDoor,Not Labbed,,N/A,,
Summit 27,Summit27CenterRight,Summit24CenterLeft,Summit27LowerRight + (dive + dodge | wall_grab + double_jump + dodge | high_jump + double_jump | WALL_DASH + (double_jump | high_jump)),Not Labbed,,,,
Summit 27,Summit27LowerRight,Summit24LowerLeft,None,Not Labbed,,N/A,,
Summit 27,Summit27UpperRight,Summit24UpperLeft,None,Not Labbed,,N/A,,
Summit 28,Summit28Upper,Summit25Lower,None,Not Labbed,,N/A,,
Summit 30,Summit30CenterDoor,Summit26CenterDoor,None,Not Labbed,,N/A,,
Swamp 1,Swamp01LowerLeft,Swamp02Upper,(Swamp01Upper | Swamp01LowerRight) + dive,Not Labbed,,N/A,,
Swamp 1,Swamp01LowerRight,Swamp20Upper,Swamp01Upper | Swamp01LowerLeft + (double_jump | RONIN | STALL + grav | dive + dodge + (scythe | axe) | wall_grab + dodge + sword + REIBOLG),Done,,Finished,,
Swamp 1,Swamp01Upper,Tower18Lower,"(Swamp01LowerLeft + (double_jump | RONIN | STALL + grav | dodge + (scythe | axe) | wall_grab + dodge + sword + REIBOLG) 
| Swamp01LowerRight + (double_jump | STALL | RONIN | wall_grab | high_jump | REIBOLG)) 
+ dive",Done,lowerRight can pile_attack out,Finished,,
Swamp 2,Swamp02Left,Swamp03Right,Swamp02Upper,Not Labbed,,N/A,,
Swamp 2,Swamp02Upper,Swamp01LowerLeft,Swamp02Left + dive,Not Labbed,,N/A,,
Swamp 3,Swamp03Left,Swamp04Right,Swamp03Right,Not Labbed,,N/A,,
Swamp 3,Swamp03Right,Swamp02Left,Swamp03Left,Not Labbed,,N/A,,
Swamp 4,Swamp04HiddenLeft,Swamp19Right,"(Swamp04Right | Swamp04Lower) + (double_jump | wall_grab | dive | STALL | snow | moon | flower + (grav | dodge)) 
| Swamp04Upper",Done,"Simplified requirements; dive is sufficient alone and Upper has no reqs

STALL requires running from the land, STALL + dodge roll into waterfall, then stall as soon as leaving waterfall",Finished,,
Swamp 4,Swamp04Lower,Swamp13Upper,(Swamp04Right | Swamp04HiddenLeft | Swamp04Upper) + dive,Not Labbed,,N/A,,
Swamp 4,Swamp04Right,Swamp03Left,Swamp04Lower | Swamp04Upper | Swamp04HiddenLeft,Not Labbed,,N/A,,
Swamp 4,Swamp04Upper,Swamp05Lower,(Swamp04Lower | Swamp04Upper | Swamp04HiddenLeft) + dive,Not Labbed,,N/A,,
Swamp 5,Swamp05Left,Swamp06Right,"Swamp05Lower + dive + (double_jump | high_jump | dodge + wall_grab) 
| Swamp05Right + (dive | pile_attack) + (double_jump | high_jump | dodge + wall_grab | hook + WALL_DASH)",Not Labbed,,"Swamp05Lower + dive + (STALL | RONIN | double_jump | high_jump | dodge + wall_grab) 
| Swamp05Right + (dive | pile_attack) + (double_jump | high_jump | dodge + wall_grab | hook + WALL_DASH)",,
Swamp 5,Swamp05Lower,Swamp04Upper,(Swamp05Right | Swamp05Left + (double_jump | high_jump | wall_grab | dodge + hook)) + dive,Not Labbed,,,,
Swamp 5,Swamp05Right,Swamp18Left,"Swamp05Lower + dive + (high_jump + (dodge + double_jump | WALL_DASH) | hook + (dodge | double_jump)) 
| Swamp05Left + dive + (hook + (double_jump | (high_jump | wall_grab) + dodge) | high_jump + dodge + double_jump)",Unsure,DO NOT UPDATE THIS WITHOUT UPDATING THE SWAMP18 LOCATIONS LOGIC - it probably needs a heal for the lower requirement options,"(Swamp05Lower | Swamp05Left) 
+ (hook + (dodge | double_jump | REIBOLG | STALL | RONIN) 
| high_jump + (dodge + double_jump | WALL_DASH | STALL | RONIN | REIBOLG + grav)
| STALL + grav + double_jump + dodge) 
+ dive ","Need to explore STALL options in conjunction with RONIN or without grav

(dive | pile_attack | STALL | moon | double_jump | high_jump | snow | dodge) from Left are ALL ways to bypass the ""swim""",
Swamp 6,Swamp06Lower,Swamp07Upper,Swamp06Right + (hook | double_jump + dodge | high_jump | pile_attack + wall_grab) + dive,Not Labbed,,,,
Swamp 6,Swamp06Right,Swamp05Left,Swamp06Lower + (high_jump | double_jump | hook + (WALL_DASH | (dodge + wall_grab))) + dive,Not Labbed,,,,
Swamp 7,Swamp07Lower,Swamp08Upper,(Swamp07Upper | Swamp07Respite) + dive,Not Labbed,for Future Transitions Logic : pile_attack + moon actually allows for no dive !,,,
Swamp 7,Swamp07Upper,Swamp06Lower,(Swamp07Lower | Swamp07Respite) + dive,Not Labbed,,N/A,,
Swamp 7,Swamp07Respite,,(Swamp07Lower | Swamp07Upper) + dive,Not Labbed,,N/A,,
Swamp 8,Swamp08Lower,Swamp10UpperLeft,(Swamp08Upper | Swamp08Right) + dive,Not Labbed,,N/A,,
Swamp 8,Swamp08Right,Swamp09Left,Swamp08Upper | Swamp08Lower + dive + (wall_grab | double_jump | high_jump),Not Labbed,,,,
Swamp 8,Swamp08Upper,Swamp07Lower,(Swamp08Right | Swamp08Lower) + dive,Not Labbed,,N/A,,
Swamp 9,Swamp09Left,Swamp08Right,(Swamp09Right | Swamp09Lower) + (double_jump | high_jump),Not Labbed,,,,
Swamp 9,Swamp09Lower,Swamp10UpperRight,(Swamp09Right | Swamp09Left) + (dive | pile_attack),Not Labbed,,N/A,,
Swamp 9,Swamp09Right,Swamp11UpperLeft,Swamp09Left | Swamp09Lower,Not Labbed,,N/A,,
Swamp 10,Swamp10Left,Roots25Right,((Swamp10UpperLeft | Swamp10Right | (Swamp10UpperRight + Swamp10Upper_Lever))) + TORRENT,Not Labbed,,N/A,,
Swamp 10,Swamp10Right,Swamp11LowerLeft,(Swamp10UpperLeft + dive) | (Swamp10Left + TORRENT) | (Swamp10UpperRight + Swamp10Upper_Lever + dive),Not Labbed,,N/A,,
Swamp 10,Swamp10UpperLeft,Swamp08Lower,"((Swamp10Left + TORRENT) 
| (Swamp10Right | (Swamp10UpperRight + Swamp10Upper_Lever))
+ dive)",Not Labbed,,N/A,,
Swamp 10,Swamp10UpperRight,Swamp09Lower,"((Swamp10Left + TORRENT) 
| (Swamp10UpperLeft | Swamp10Right) + dive)
 + Swamp10Upper_Lever",Not Labbed,,N/A,,
Swamp 11,Swamp11Lower,Swamp14Upper,"(Swamp11UpperLeft | Swamp11UpperRight) 
+ (Swamp11Left_Lever + Swamp11Right_Lever) 
+ pile_attack",Not Labbed,,N/A,,
Swamp 11,Swamp11LowerLeft,Swamp10Right,None,Not Labbed,,N/A,,
Swamp 11,Swamp11LowerRight,Swamp12LowerLeft,None,Not Labbed,,N/A,,
Swamp 11,Swamp11UpperLeft,Swamp09Right,Swamp10UpperRight,Not Labbed,,N/A,,
Swamp 11,Swamp11UpperRight,Swamp12UpperLeft,Swamp10UpperLeft,Not Labbed,,N/A,,
Swamp 12,Swamp12LowerLeft,Swamp11LowerRight,"(Swamp12UpperLeft | Swamp12Upper) 
+ Swamp12Left_Lever + (dive | pile_attack)",Not Labbed,,N/A,,
Swamp 12,Swamp12Upper,Swamp13Lower,Swamp12UpperLeft + (double_jump | high_jump | (hook + (dodge | WALL_DASH))) + dive,Not Labbed,,,,
Swamp 12,Swamp12UpperLeft,Swamp11UpperRight,Swamp12Upper,Not Labbed,,N/A,,
Swamp 13,Swamp13Lower,Swamp12Upper,Swamp13Upper + dive,Not Labbed,,N/A,,
Swamp 13,Swamp13Upper,Swamp04Lower,Swamp13Lower + dive,Not Labbed,,N/A,,
Swamp 14,Swamp14Right,Swamp15Left,Swamp14Upper ,Not Labbed,,N/A,,
Swamp 14,Swamp14Upper,Swamp11Lower,Swamp14Right + dive,Not Labbed,,N/A,,
Swamp 15,Swamp15Left,Swamp14Right,Swamp15Right,Not Labbed,,N/A,,
Swamp 15,Swamp15Right,Swamp16Left,Swamp15Left,Not Labbed,,N/A,,
Swamp 16,Swamp16Left,Swamp15Right,Swamp16Right,Not Labbed,,N/A,,
Swamp 16,Swamp16Right,Swamp17Left,Swamp16Left + ((hook + (double_jump | dodge)) | high_jump + double_jump + dodge),Not Labbed,,,,
Swamp 17,Swamp17Left,Swamp16Right,None,Not Labbed,,N/A,,
Swamp 18,Swamp18Left,Swamp05Right,Swamp18Upper,Not Labbed,,N/A,,
Swamp 18,Swamp18Upper,Sewer15Lower,"Swamp18Left 
+ (hook + (double_jump | dodge + high_jump) | wall_grab + double_jump)",Not Labbed,"Copied from locations logic

wall_grab alone CANNOT make it without heal

however, you cant really access this room currently without additional movement that would assist with removing the damage taken

(wall_grab | hook) + pile_attack | wall_grab + leg enhancement",Swamp18Left + (wall_grab + REIBOLG | STALL + grav + double_jump + (RONIN | dodge) | (axe | scythe) + grav + dodge + (snow | moon) | hook + (double_jump | REIBOLG | axe + (dodge | grav) | scythe | sword | RONIN)),,
Swamp 19,Swamp19Right,Swamp04HiddenLeft,None,Not Labbed,,N/A,,
Swamp 20,Swamp20Upper,Swamp01LowerRight,None,Not Labbed,,N/A,,
Tower 1,Tower01CenterRight,Tower02CenterLeft,(Tower01Left | Tower01LowerRight | Tower01UpperRight) + Tower01CenterRight_Lever,Not Labbed,,N/A,,
Tower 1,Tower01Left,Street15Right,Tower01UpperRight | Tower01LowerRight | Tower01CenterRight,Not Labbed,,N/A,,
Tower 1,Tower01LowerRight,Tower02LowerLeft,Tower01Left | Tower01UpperRight | Tower01CenterRight,Not Labbed,,N/A,,
Tower 1,Tower01UpperRight,Tower02UpperLeft,Tower01Left | Tower01CenterRight | Tower01LowerRight,Not Labbed,,N/A,,
Tower 2,Tower02CenterLeft,Tower01CenterRight,"(Tower02UpperRight | Tower02UpperLeft) + (double_jump | high_jump | dodge)
| (Tower02LowerLeft | Tower02LowerRight | Tower02Lower) + high_jump 
| Tower02CenterRight ",Not Labbed,"Technically, Uppers can do this without any movement, but its annoying","Tower02CenterRight | (Tower02UpperRight | Tower02UpperLeft) + (STALL | double_jump | RONIN | dodge | REIBOLG | high_jump) 
| (Tower02LowerLeft | Tower02LowerRight | Tower02Lower) + (high_jump | wall_grab + (axe | scythe) + double_jump | STALL + grav + (dodge | double_jump) | snow + (STALL | dodge | double_jump) | moon + (scythe | double_jump) | grav + (sword | axe) | grav + (scythe | axe) + (moon | snow))","Starting point from Items+Transitions

Might have messed up fixing the parenthesis (line 191 ref)

untested REIBOLG",Skipping - Tower1/2/3 kinda irrelevant
Tower 2,Tower02CenterRight,Tower03CenterLeft,"(Tower02UpperRight | Tower02UpperLeft) + (double_jump | high_jump | dodge)
| (Tower02LowerLeft | Tower02LowerRight | Tower02Lower) + high_jump 
| Tower02CenterLeft",Not Labbed,"Technically, Uppers can do this without any movement, but wicked annoying","Tower02CenterLeft | (Tower02UpperRight | Tower02UpperLeft) + (STALL | double_jump | RONIN | dodge | REIBOLG | high_jump) 
| (Tower02LowerLeft | Tower02LowerRight | Tower02Lower) + (high_jump | wall_grab + (axe | scythe) + double_jump | STALL + grav + (dodge | double_jump) | snow + (STALL | dodge | double_jump) | moon + ((scythe | double_jump) | grav + (sword | axe)) | grav + (scythe | axe) + (moon | snow))","Starting point from Items+Transitions

Might have messed up fixing the parenthesis (line 193 ref)

untested REIBOLG",Skipping - Tower1/2/3 kinda irrelevant
Tower 2,Tower02Lower,Tower07Upper,Tower02CenterLeft | Tower02LowerLeft | Tower02CenterRight | Tower02LowerRight | Tower02UpperRight | Tower02UpperLeft,Not Labbed,,N/A,,
Tower 2,Tower02LowerLeft,Tower01LowerRight,Tower02CenterLeft | Tower02Lower | Tower02CenterRight | Tower02LowerRight | Tower02UpperRight | Tower02UpperLeft,Not Labbed,,N/A,,
Tower 2,Tower02LowerRight,Tower03LowerLeft,Tower02CenterLeft | Tower02Lower | Tower02CenterRight | Tower02LowerLeft | Tower02UpperRight | Tower02UpperLeft,Not Labbed,,N/A,,
Tower 2,Tower02UpperLeft,Tower01UpperRight,(Tower02CenterLeft | Tower02LowerLeft | Tower02CenterRight | Tower02LowerRight | Tower02Lower) + high_jump | Tower02UpperRight,Not Labbed,,Tower02UpperRight | (Tower02CenterLeft | Tower02LowerLeft | Tower02CenterRight | Tower02LowerRight | Tower02Lower) + (high_jump | wall_grab + (STALL + double_jump + (dodge | snow) | (scythe | axe) + dodge + (flower | moon) + grav | double_jump + (moon | flower) | sword + grav | double_jump + (flower | moon) | dodge + (moon | flower)) | STALL + dodge + double_jump + grav + (snow | moon)),"Starting point from Items+Transitions

Might have messed up fixing the parenthesis (line 189 ref)",Skipping - Tower1/2/3 kinda irrelevant
Tower 2,Tower02UpperRight,Tower03UpperLeft,(Tower02CenterLeft | Tower02LowerLeft | Tower02CenterRight | Tower02LowerRight | Tower02Lower) + high_jump | Tower02UpperLeft,Not Labbed,,Tower02UpperLeft | (Tower02CenterLeft | Tower02LowerLeft | Tower02CenterRight | Tower02LowerRight | Tower02Lower) + (high_jump | (wall_grab + (STALL + (double_jump + (dodge | snow))) | ((scythe | axe) + (dodge + ((flower | moon) + grav)) |  (double_jump + moon | flower )) | (sword + grav + (double_jump + (flower | moon)) | (dodge + (moon | flower)))) | (STALL + dodge + double_jump + grav + (snow | moon))),"Starting point from Items+Transitions

Might have messed up fixing the parenthesis (line 192 ref)",Skipping - Tower1/2/3 kinda irrelevant
Tower 3,Tower03CenterLeft,Tower02CenterRight,Tower03LowerLeft + (double_jump | high_jump | wall_grab) | Tower03UpperLeft,Not Labbed,,Tower03UpperLeft | Tower03LowerLeft + (high_jump | wall_grab | RONIN | double_jump | STALL + (grav | dodge)),"Starting point from Items+Transitions

line 197 ref",Skipping - Tower1/2/3 kinda irrelevant
Tower 3,Tower03LowerLeft,Tower02LowerRight,Tower03CenterLeft | Tower03UpperLeft,Not Labbed,,N/A,,
Tower 3,Tower03UpperLeft,Tower02UpperRight,(Tower03LowerLeft | Tower03CenterLeft) + (double_jump | high_jump),Not Labbed,,(Tower03LowerLeft | Tower03CenterLeft)  + (high_jump | RONIN | double_jump | STALL + (grav | dodge)),"Starting point from Items+Transitions

line 198 ref",Skipping - Tower1/2/3 kinda irrelevant
Tower 4,Tower04Lower,Tower05Upper,Tower04Upper,Not Labbed,,N/A,,
Tower 4,Tower04Upper,Tower07Lower,Tower04Lower + (high_jump | double_jump | wall_grab + (REIBOLG | flower | STALL + dodge) | snow | moon | grav + (flower + REIBOLG | STALL) | axe + dodge + REIBOLG),Done,"Copied from locations logic

wall_grab + pile_attack works as well",Finished,"Starting point from Items+Transitions

line 200 ref",tested with all REIBOLG
Tower 5,Tower05Lower,Tower08Upper,Tower05Upper,Not Labbed,,N/A,,
Tower 5,Tower05Upper,Tower04Lower,Tower05Lower,Not Labbed,,N/A,,
Tower 6,Tower06Right,Tower18HiddenLeft,None,Not Labbed,,N/A,,
Tower 7,Tower07Lower,Tower04Upper,Tower07Upper,Not Labbed,,N/A,,
Tower 7,Tower07Upper,Tower02Lower,Tower07Lower + (double_jump | wall_grab | high_jump | STALL + (grav | dodge) | REIBOLG | RONIN),Done,and pile_attack,Finished,"Starting point from Items+Transitions

line 211 ref",tested with all REIBOLG
Tower 8,Tower08Lower,Tower09Upper,Tower08Upper | Tower08Right,Not Labbed,,N/A,,
Tower 8,Tower08Right,Tower10UpperLeft,Tower08Upper | Tower08Lower,Not Labbed,,N/A,,
Tower 8,Tower08Upper,Tower05Lower,Tower08Right | Tower08Lower,Not Labbed,,N/A,,
Tower 9,Tower09CenterRight,Tower10CenterLowerLeft,Tower09UpperRight | (Tower09Upper | Tower09LowerRight | Tower09Lower) + (high_jump | wall_grab | double_jump | RONIN | STALL),Done,,Finished,"Starting point from Items+Transitions

line 223 ref",
Tower 9,Tower09Lower,Tower11Upper,Tower09Upper | Tower09LowerRight | Tower09UpperRight | Tower09CenterRight + (double_jump | high_jump | wall_grab | RONIN | STALL),Done,CenterRight + pile_attack + dodge,,,
Tower 9,Tower09LowerRight,Tower10LowerLeft,Tower09Upper | Tower09Lower | Tower09UpperRight | Tower09CenterRight + (double_jump | high_jump | wall_grab | RONIN | STALL),Done,,,CenterRight should be same as 949,
Tower 9,Tower09Upper,Tower08Lower,Tower09Lower | Tower09LowerRight  | Tower09UpperRight | Tower09CenterRight + (double_jump | wall_grab | high_jump | RONIN | STALL),Done,,,CenterRight should be same as 949,
Tower 9,Tower09UpperRight,Tower10CenterUpperLeft,(Tower09Upper | Tower09LowerRight | Tower09Lower | Tower09CenterRight) + (high_jump | double_jump + (WALL_DASH | snow | moon + REIBOLG | dodge + (moon | axe | wall_grab + (flower | scythe | sword | axe + lazer)) | STALL + grav | axe + (flower | moon)) | wall_grab + snow + dodge | dodge + grav + (STALL + (moon | flower) | (scythe | axe) + (lazer | wall_grab)) | STALL + grav + (snow | moon + REIBOLG)),Done,Copied from Locations logic,Finished,"Starting point from Items+Transitions

line 222 ref",tested with all REIBOLG - need to confirm lazer though (could prob be changed to REIBOLG too)
Tower 10,Tower10CenterLowerLeft,Tower09CenterRight,Tower10CenterUpperLeft,Not Labbed,,N/A,,
Tower 10,Tower10CenterUpperLeft,Tower09UpperRight,Tower10CenterLowerLeft + (double_jump | wall_grab | RONIN | high_jump | STALL + (grav | dodge | blaster) | blaster + grav | lazer | granade),Done,pile_attack again!!,Finished,"Starting point from Items+Transitions

line 228 ref",tested with all REIBOLG
Tower 10,Tower10LowerLeft,Tower09LowerRight,Tower10UpperLeft,Not Labbed,,N/A,,
Tower 10,Tower10UpperLeft,Tower08Right,Tower10LowerLeft + (double_jump | RONIN | high_jump | STALL + (grav | dodge) | REIBOLG),Done,pile_attack again!!,Finished,"Starting point from Items+Transitions

line 227 ref",tested with all REIBOLG
Tower 11,Tower11HiddenLeft,Tower12Right,Tower11Lower | Tower11Upper,Not Labbed,,N/A,,
Tower 11,Tower11Lower,Tower13Upper,Tower11Upper | Tower11HiddenLeft,Not Labbed,,N/A,,
Tower 11,Tower11Upper,Tower09Lower,Tower11Lower | Tower11HiddenLeft,Not Labbed,,N/A,,
Tower 12,Tower12Right,Tower11HiddenLeft,None,Not Labbed,,N/A,,
Tower 13,Tower13Lower,Tower19Upper,Tower13Upper,Not Labbed,,N/A,,
Tower 13,Tower13Upper,Tower11Lower,Tower13Lower + (wall_grab | high_jump | double_jump | REIBOLG | RONIN | STALL + (grav | dodge)),Done,pile_attack again!!,Finished,,
Tower 14,Tower14LowerLeft,Tower19LowerRight,Tower14UpperLeft | Tower14Right,Not Labbed,,N/A,,
Tower 14,Tower14Right,Tower15Left,Tower14UpperLeft | Tower14LowerLeft,Not Labbed,,N/A,,
Tower 14,Tower14UpperLeft,Tower19UpperRight,(Tower14LowerLeft | Tower14Right) + (high_jump | double_jump + (hook + dodge + wall_grab | WALL_DASH)),Not Labbed,,(Tower14LowerLeft | Tower14Right) + (high_jump | (wall_grab + ((snow | moon) | (double_jump + (STALL | FLOWER2))) | (hook + wall_grab + (STALL + (dodge | RONIN) | scythe + grav)) | double_jump | moon | snow | grav + STALL | WALL_DASH),"Starting point from Items+Transitions

line 243 ref",Skipping - kinda irrelevant (Tower14LowerLeft -> Tower19UpperRight no movement req)
Tower 15,Tower15Left,Tower14Right,Tower15Right,Not Labbed,,N/A,,
Tower 15,Tower15Right,Tower16Left,Tower15Left,Not Labbed,,N/A,,
Tower 16,Tower16Left,Tower15Right,Tower16Right,Not Labbed,,N/A,,
Tower 16,Tower16Right,Tower17Left,Tower16Left,Not Labbed,,N/A,,
