Room,Door,Lead to,Logic,Status,Notes,,Original (before Aloha edits),Final Logic ?
Kowloon 30,Kowloon30UpperRight,Kowloon32Left,"((Kowloon30LowerLeft | Kowloon30CenterLeft)  + (hook + (high_jump | WALL_DASH | wall_grab + double_jump) | (high_jump + double_jump + (dodge | WALL_DASH)))) 
| (Kowloon30UpperLeft + (hook + (high_jump | wall_grab + double_jump) | WALL_DASH | (high_jump + double_jump + dodge)))
| (Kowloon30LowerRight + (double_jump + wall_grab + (hook | (wall_charge + high_jump))))
| (Kowloon30CenterRight + (hook + (WALL_DASH | wall_grab + double_jump) | (high_jump + (double_jump | hook))))
| (Kowloon30Lower + (hook + (high_jump | WALL_DASH | wall_grab + double_jump) | (high_jump + double_jump + dodge)))",Done,Hook is not enough by itself for any of them unless im missing something,"Added LowerLeft, CenterLeft, and UpperLeft can all reach with high_jump + double_jump + dodge
Combined LowerLeft & CenterLeft
Currently thinking: hook + (high_jump | WALL_DASH | wall_grab + double_jump + dodge)? from CenterRight/CenterLeft/LowerLeft/Lower

climbing with hook + wall_grab + double_jump has 2 options: hook to the higher spot and double jump from there, or double jump around the jutting-out wall; both are somewhat precise but not punishing nor too difficult with a few tries","(Kowloon30LowerLeft + (hook | (high_jump + double_jump + WALL_DASH))) 
| (Kowloon30CenterLeft + (hook | (double_jump + high_jump + WALL_DASH))) 
| (Kowloon30UpperLeft + (hook | WALL_DASH))
| (Kowloon30LowerRight + (double_jump + wall_grab + (hook | (wall_charge + high_jump))))
| (Kowloon30CenterRight + (hook | (high_jump + double_jump)))
| (Kowloon30Lower + (hook | (high_jump + double_jump + dodge)))","(Kowloon13UpperLeft | Kowloon13HiddenLower) + (high_jump | (wall_grab + dodge + double_jump) | double_jump + (hook + wall_grab | WALL_DASH))
"
Kowloon 31,Kowloon31Right,Kowloon30UpperLeft,None,Done,,,,None
Kowloon 32,Kowloon32Left,Kowloon30UpperRight,None,Done,,,,None
Kowloon 33,Kowloon33Left,Kowloon30CenterRight,Kowloon33Right + Kowloon34Lower_Lever,Done,,,,Kowloon33Right + Kowloon34Lower_Lever
Kowloon 33,Kowloon33Right,Kowloon34LowerLeft,Kowloon33Left + Kowloon34Lower_Lever,Done,,,,Kowloon33Left + Kowloon34Lower_Lever
Kowloon 34,Kowloon34CenterLeft,Kowloon46Right,Kowloon34UpperLeft | (Kowloon34Right | Kowloon34LowerLeft + Kowloon34Lower_Lever) + (high_jump | double_jump),Done,Added Kowloon34Right into the logic block requiring high/double jump,,"(Kowloon34Right | Kowloon34UpperLeft) 
| (Kowloon34LowerLeft + Kowloon34Lower_Lever) + (high_jump | double_jump)",Kowloon34Right | Kowloon34UpperLeft | Kowloon34LowerLeft + Kowloon34Lower_Lever
Kowloon 34,Kowloon34LowerLeft,Kowloon33Right,Kowloon34Right | Kowloon34CenterLeft | Kowloon34UpperLeft,Done,,,,Kowloon34Right | Kowloon34CenterLeft | Kowloon34UpperLeft
Kowloon 34,Kowloon34Right,Kowloon35Left,Kowloon34CenterLeft | Kowloon34UpperLeft | Kowloon34LowerLeft + Kowloon34Lower_Lever,Done,,,,Kowloon34CenterLeft | Kowloon34UpperLeft | Kowloon34LowerLeft + Kowloon34Lower_Lever
Kowloon 34,Kowloon34UpperLeft,Kowloon28Right,Kowloon34CenterLeft | (Kowloon34Right | Kowloon34LowerLeft + Kowloon34Lower_Lever) + (high_jump | double_jump),Done,"Added Kowloon34Right into the logic block requiring high/double jump, replacing UpperLeft with CenterLeft",,"(Kowloon34Right | Kowloon34UpperLeft) 
| (Kowloon34LowerLeft + Kowloon34Lower_Lever) + (high_jump | double_jump)",Kowloon34CenterLeft | (Kowloon34Right | Kowloon34LowerLeft + Kowloon34Lower_Lever) + (high_jump | double_jump)
Kowloon 35,Kowloon35CenterLowerRight,Kowloon48Left,Kowloon35CenterRight,Done,,,,Kowloon35CenterRight
Kowloon 35,Kowloon35CenterRight,Kowloon49Left,Kowloon35CenterLowerRight,Done,,,,Kowloon35CenterLowerRight
Kowloon 35,Kowloon35CenterUpperRight,Kowloon50Left,Kowloon35UpperRight,Done,,,,Kowloon35UpperRight
Kowloon 35,Kowloon35Left,Kowloon34Right,Kowloon35LowerRight,Done,,,,Kowloon35LowerRight
Kowloon 35,Kowloon35LowerRight,Kowloon37Left,Kowloon35Left,Done,,,,Kowloon35Left
Kowloon 35,Kowloon35UpperRight,Kowloon51Left,Kowloon35CenterUpperRight,Done,,,,Kowloon35CenterUpperRight
Kowloon 36,Kowloon36CenterLeft,Kowloon49Right,Kowloon36CenterUpperLeft,Done,,,,Kowloon36CenterUpperLeft
Kowloon 36,Kowloon36CenterLowerLeft,Kowloon48Right,"Kowloon36LowerLeft 
| (Kowloon36UpperLeft | Kowloon36Right) + Kowloon36Left_Lever",Done,,,,"Kowloon36LowerLeft 
| ((Kowloon36UpperLeft | Kowloon36Right) + Kowloon36Left_Lever)"
Kowloon 36,Kowloon36CenterUpperLeft,Kowloon50Right,Kowloon36CenterLeft,Done,,,,Kowloon36CenterLeft
Kowloon 36,Kowloon36LowerLeft,Kowloon37Right,"Kowloon36CenterLowerLeft
| (Kowloon36Right | Kowloon36UpperLeft) + Kowloon36Left_Lever",Done,Added Kowloon36UpperLeft with Lever and CenterLowerLeft,,Kowloon36Right + Kowloon36Left_Lever,"Kowloon36CenterLowerLeft
| (Kowloon36Right | Kowloon36UpperLeft) + Kowloon36Left_Lever"
Kowloon 36,Kowloon36Right,Paradise01Left,"Kowloon36UpperLeft 
| ((Kowloon36CenterLowerLeft | Kowloon36LowerLeft) + Kowloon36Left_Lever)",Done,Added Kowloon36CenterLowerLeft,,"Kowloon36UpperLeft 
| (Kowloon36LowerLeft + Kowloon36Left_Lever)","Kowloon36UpperLeft 
| ((Kowloon36CenterLowerLeft | Kowloon36LowerLeft) + Kowloon36Left_Lever)"
Kowloon 36,Kowloon36UpperLeft,Kowloon51Right,((Kowloon36Right | ((Kowloon36CenterLowerLeft | Kowloon36LowerLeft) + Kowloon36Left_Lever)) + (high_jump | (wall_grab + dodge + double_jump))),Done,Added Kowloon36CenterLowerLeft,,((Kowloon36Right | (Kowloon36LowerLeft + Kowloon36Left_Lever)) + (high_jump | (wall_grab + dodge + double_jump))),((Kowloon36Right | ((Kowloon36CenterLowerLeft | Kowloon36LowerLeft) + Kowloon36Left_Lever)) + (high_jump | (wall_grab + dodge + double_jump)))
Kowloon 37,Kowloon37Left,Kowloon35LowerRight,Kowloon37Right,Done,,,,Kowloon37Right
Kowloon 37,Kowloon37Right,Kowloon36LowerLeft,Kowloon37Left,Done,,,,Kowloon37Left
Kowloon 38,Kowloon38CenterRight,Kowloon44Left,"(Kowloon38Left + (high_jump | hook | double_jump | dodge | WALL_DASH))
| Kowloon38UpperRight 
| (Kowloon38LowerRight + (high_jump | (wall_grab + dodge + (hook | double_jump)) | (hook + double_jump)))",Unsure,"Added high_jump (from Left)
there is a wall_grab-less option with hook + double_jump, but not dodge","Thinking
wall_grab + dodge + (hook | double_jump)
hook + double_jump","(Kowloon38Left + (hook | double_jump | dodge | WALL_DASH))
| Kowloon38UpperRight 
| (Kowloon38Lower + (high_jump | (wall_grab + (double_jump + dodge) | (hook + (double_jump | dodge)))))","(Kowloon38Left + (high_jump | hook | double_jump | dodge | WALL_DASH))
| Kowloon38UpperRight 
| (Kowloon38LowerRight + (high_jump | (wall_grab + dodge + (hook | double_jump)) | (hook + double_jump)))"
Kowloon 38,Kowloon38Left,Kowloon40Right,"(Kowloon38UpperRight + (Kowloon42Left + WALL_DASH))
| (Kowloon38CenterRight + (high_jump | (hook + (dodge | double_jump)) | (wall_grab + double_jump + dodge)))
| (Kowloon38LowerRight + (high_jump | (hook + wall_grab + (dodge | double_jump) | (wall_grab + dodge + double_jump)))
+ Kowloon40Right_Lever)",Unsure,"Can be reached from 44 thru CenterRight with wall dash and djump

More logic from UpperRight to add? (hook + (double_jump | dodge)) | high_jump | ((WALL_DASH | dodge) + double_jump)","this UpperRight logic conflicts with other entrances; those assume the WALL_DASH wall is already broken, this one does not?","((Kowloon38UpperRight + (Kowloon42Left + WALL_DASH)))
| (Kowloon38CenterRight + (high_jump | (hook + (dodge | double_jump)) | (wall_grab + double_jump + dodge)))
| (Kowloon38LowerRight + (high_jump | (hook + wall_grab + (dodge | double_jump) | (wall_grab + dodge + double_jump)))
+ Kowloon40Right_Lever)","(Kowloon42Left + WALL_DASH
| Kowloon38CenterRight + (high_jump | hook + (dodge | double_jump) | wall_grab + double_jump + dodge)
| Kowloon38LowerRight + (high_jump | hook + wall_grab + (dodge | double_jump) | wall_grab + dodge + double_jump))
+ Kowloon40Right_Lever"
Kowloon 38,Kowloon38LowerRight,Kowloon26Left,"(Kowloon38Left + (high_jump | hook | double_jump | dodge | WALL_DASH))
| (Kowloon38CenterRight | Kowloon38UpperRight)",Unsure,Added high_jump (from Left),,,"(Kowloon38Left + (high_jump | hook | double_jump | dodge | WALL_DASH))
| (Kowloon38CenterRight | Kowloon38UpperRight)"
Kowloon 38,Kowloon38UpperRight,Kowloon42Left,Kowloon40Right + WALL_DASH,Unsure,"Need to break wall from 40 using wall dash

Might need to include Kowloon38Left?",,Kowloon40Right + WALL_DASH,Kowloon40Right + WALL_DASH
Kowloon 39,Kowloon39LowerRight,Kowloon02UpperLeft,Kowloon39UpperRight,Done,,,,Kowloon39UpperRight
Kowloon 39,Kowloon39UpperRight,Kowloon40Left,Kowloon39LowerRight + (high_jump + hook + (double_jump | dodge)),Done,,,,Kowloon39LowerRight + (high_jump + hook + (double_jump | dodge))
Kowloon 40,Kowloon40Left,Kowloon39UpperRight,Kowloon40Right,Done,,,,Kowloon40Right
Kowloon 40,Kowloon40Right,Kowloon38Left,Kowloon40Left + (wall_grab | high_jump),Done,,,,Kowloon40Left + (wall_grab | high_jump)
Kowloon 41,Kowloon41LowerRight,Kowloon30LowerLeft,Kowloon41UpperRight,Done,,,,Kowloon41UpperRight
Kowloon 41,Kowloon41UpperRight,Kowloon30CenterLeft,Kowloon41LowerRight + (high_jump | double_jump),Done,,,,Kowloon41LowerRight + (high_jump | double_jump)
Kowloon 42,Kowloon42Left,Kowloon38UpperRight,Kowloon42Upper + Kowloon42Upper_Lever,Done,,,,Kowloon42Upper + Kowloon42Upper_Lever
Kowloon 42,Kowloon42Upper,Kowloon43Lower,Kowloon42Left + high_jump,Done,,,,Kowloon42Left + high_jump
Kowloon 43,Kowloon43Left,Kowloon04Right,Kowloon43Lower + key_higher_a + key_higher_b,Done,This requires an unlock,,Kowloon43Lower,Kowloon43Lower + key_higher_a + key_higher_b
Kowloon 43,Kowloon43Lower,Kowloon42Upper,Kowloon43Left ,Done,,,,Kowloon43Left
Kowloon 44,Kowloon44Left,Kowloon38CenterRight,Kowloon44Right + (high_jump | wall_grab),Done,Requires taking quite a bit of damage with just these 2 conditions,,,Kowloon44Right + (high_jump | wall_grab)
Kowloon 44,Kowloon44Right,Kowloon45Left,Kowloon44Left + (high_jump | wall_grab),Done,Requires taking quite a bit of damage with just these 2 conditions,,,Kowloon44Left + (high_jump | wall_grab)
Kowloon 45,Kowloon45Left,Kowloon44Right,"Kowloon45Right + (high_jump + (dodge | double_jump) | wall_grab + (high_jump | double_jump | dodge | wall_charge))
| Kowloon45Upper",Done,Added high_jump with wall_grab combination,,"(Kowloon45Right + (high_jump + (dodge | double_jump)) | (wall_grab + (double_jump | dodge | wall_charge)))
| Kowloon45Upper","Kowloon45Right + (high_jump + (dodge | double_jump) | wall_grab + (high_jump | double_jump | dodge | wall_charge))
| Kowloon45Upper"
Kowloon 45,Kowloon45Right,Kowloon46Left,"(Kowloon45Left + (high_jump + (dodge | double_jump)) | (wall_grab + (double_jump | dodge | wall_charge)))
| Kowloon45Upper",Done,"high_jump is technically enough, very precise jump (or safer with simply wall_grab)",,,"Kowloon45Left + (high_jump + (dodge | double_jump) | wall_grab + (double_jump | dodge | wall_charge))
| Kowloon45Upper"
Kowloon 45,Kowloon45Upper,Kowloon47Lower,(Kowloon45Left | Kowloon45Right) + ((wall_grab | high_jump) + (double_jump | dodge)),Done,"high_jump is technically enough from Left, very precise jumps (or safer with simply wall_grab)",,,(Kowloon45Left | Kowloon45Right) + ((wall_grab | high_jump) + (double_jump | dodge))
Kowloon 46,Kowloon46Left,Kowloon45Right,Kowloon46Right,Done,,,,Kowloon46Right
Kowloon 46,Kowloon46Right,Kowloon34CenterLeft,Kowloon46Left,Done,,,,Kowloon46Left
Kowloon 47,Kowloon47Lower,Kowloon45Upper,Kowloon47Right,Done,,,,Kowloon47Right
Kowloon 47,Kowloon47Right,Kowloon28Left,Kowloon47Lower,Done,,,,Kowloon47Lower
Kowloon 48,Kowloon48Left,Kowloon35CenterLowerRight,Kowloon48Right,Done,,,,Kowloon48Right
Kowloon 48,Kowloon48Right,Kowloon36CenterLowerLeft,Kowloon48Left,Done,,,,Kowloon48Left
Kowloon 49,Kowloon49Left,Kowloon35CenterRight,Kowloon49Right,Done,,,,Kowloon49Right
Kowloon 49,Kowloon49Right,Kowloon36CenterLeft,Kowloon49Left,Done,,,,Kowloon49Left
Kowloon 50,Kowloon50Left,Kowloon35CenterUpperRight,Kowloon50Right,Done,,,,Kowloon50Right
Kowloon 50,Kowloon50Right,Kowloon36CenterUpperLeft,Kowloon50Left,Done,,,,Kowloon50Left
Kowloon 51,Kowloon51Left,Kowloon35UpperRight,Kowloon51Right,Done,,,,Kowloon51Right
Kowloon 51,Kowloon51Right,Kowloon36UpperLeft,Kowloon51Left,Done,,,,Kowloon51Left
Labo 1,Labo01Left,Labo02Right,"Labo01Upper 
| (Labo01Right + (high_jump | (double_jump + wall_grab) | WALL_DASH))",Done,,Added WALL_DASH from Right,"Labo01Upper | 
(Labo01Right + (high_jump | (double_jump + wall_grab)))","Labo01Upper 
| (Labo01Right + (high_jump | (double_jump + wall_grab) | WALL_DASH))"
Labo 1,Labo01Right,Labo03Left,Labo01Upper | Labo01Left,Done,,,,Labo01Upper | Labo01Left
Labo 1,Labo01Upper,Labo09Lower,"(Labo01Left | Labo01Right) 
+ (high_jump | (double_jump + wall_grab))",Done,,,,"(Labo01Left | Labo01Right) 
+ (high_jump | (double_jump + wall_grab))"
Labo 2,Labo02Right,Labo01Left,None,Done,,,,None
Labo 3,Labo03Left,Labo01Right,Labo03Right + Labo03Left_Lever,Done,,,,Labo03Right + Labo03Left_Lever
Labo 3,Labo03Right,Labo14LowerLeft,Labo03Left + Labo03Right_Lever,Done,,,,Labo03Left + Labo03Right_Lever
Labo 4,Labo04Right,Labo14UpperLeft,Labo04Upper + dive,Done,,,,Labo04Upper + dive
Labo 4,Labo04Upper,Labo05Lower,Labo04Right + (high_jump | (double_jump + wall_grab)),Done,,,,Labo04Right + (high_jump | (double_jump + wall_grab))
Labo 5,Labo05Lower,Labo04Upper,None,Done,,,,None
Labo 5,Labo05LowerLeft,Labo09LowerRight,Labo05Lower | ((Labo05LowerRight | Labo05UpperRight | Labo05UpperLeft) + Labo05Lower_Lever),Done,,not sure about these parenthesis - Lower also requires Lower_Lever? - I am assuming Lower insinuates access to the lever,,Labo05Lower | ((Labo05LowerRight | Labo05UpperRight | Labo05UpperLeft) + Labo05Lower_Lever)
Labo 5,Labo05LowerRight,Labo08LowerLeft,Labo05Lower | (Labo05LowerLeft + Labo05Lower_Lever) | Labo05UpperRight | Labo05UpperLeft,Done,,"from Lower, if you dont ""want"" to hit lower_lever, can also high_jump and hit Upper_Lever?",,Labo05Lower | (Labo05LowerLeft + Labo05Lower_Lever) | Labo05UpperRight | Labo05UpperLeft
Labo 5,Labo05Upper,Labo20Lower,"Labo05Lower + high_jump
| (Labo05UpperLeft | Labo05UpperRight) + ((double_jump + wall_grab | high_jump) + Labo05Upper_Lever)
| (Labo05LowerRight + (high_jump + Labo05Upper_Lever))
| (Labo05LowerLeft + high_jump + Labo05Upper_Lever + Labo05Lower_Lever)",Done,"Upper_Lever is ONLY reachable from Lower, high_jump; none of the other doors can reach without, should they even be mentioned?",Lower_Lever is not required from Lower,,"Labo05Lower + high_jump
| (Labo05UpperLeft | Labo05UpperRight) + ((double_jump + wall_grab | high_jump) + Labo05Upper_Lever)
| (Labo05LowerRight + (high_jump + Labo05Upper_Lever))
| (Labo05LowerLeft + high_jump + Labo05Upper_Lever + Labo05Lower_Lever)"
Labo 5,Labo05UpperLeft,Labo09UpperRight,"Labo05UpperRight + (double_jump | wall_grab + dodge | WALL_DASH | high_jump)
| (Labo05LowerRight | Labo05Lower | Labo05LowerLeft + Labo05Lower_Lever) + (high_jump | double_jump + WALL_DASH)",Done,,"Combined LowerRight, Lower, LowerLeft with high_jump | double_jump + WALL_DASH","Labo05UpperRight + (double_jump | (wall_grab + dodge) | WALL_DASH | high_jump)
| (Labo05LowerRight + high_jump)
| (Labo05LowerLeft + Labo05Lower_Lever + high_jump)","Labo05UpperRight + (double_jump | wall_grab + dodge | WALL_DASH | high_jump)
| (Labo05LowerRight | Labo05Lower | Labo05LowerLeft + Labo05Lower_Lever) + (high_jump | double_jump + WALL_DASH)"
Labo 5,Labo05UpperRight,Labo08CenterLeft,"Labo05UpperLeft + (double_jump | (wall_grab + dodge) | WALL_DASH | high_jump)
| (Labo05LowerRight | Labo05Lower | Labo05LowerLeft + Labo05Lower_Lever) + (high_jump | double_jump + WALL_DASH)",Done,,"Combined LowerRight, Lower, LowerLeft with high_jump | double_jump + WALL_DASH","Labo05UpperLeft + (double_jump | (wall_grab + dodge) | WALL_DASH | high_jump)
| (Labo05LowerRight + high_jump)
| (Labo05LowerLeft + Labo05Lower_Lever + high_jump)","Labo05UpperLeft + (double_jump | (wall_grab + dodge) | WALL_DASH | high_jump)
| (Labo05LowerRight | Labo05Lower | Labo05LowerLeft + Labo05Lower_Lever) + (high_jump | double_jump + WALL_DASH)"
Labo 6,Labo06CenterLeft,Labo15Right,"Labo06UpperLeft
| ((Labo06Upper + pile_attack) | (Labo06LowerLeft | Labo06Lower)) + high_jump ",Done,,,,"Labo06UpperLeft
| ((Labo06Upper + pile_attack) | (Labo06LowerLeft | Labo06Lower)) + high_jump "
Labo 6,Labo06Lower,Garden08Upper,Labo06UpperLeft | Labo06LowerLeft | Labo06CenterLeft | (Labo06Upper + pile_attack),Done,This room can be accessed from Upper but needs slam from room above,,,Labo06UpperLeft | Labo06LowerLeft | Labo06CenterLeft | (Labo06Upper + pile_attack)
Labo 6,Labo06LowerLeft,Labo07Right,Labo06Lower | Labo06UpperLeft | Labo06CenterLeft | (Labo06Upper + pile_attack),Done,,,,Labo06Lower | Labo06UpperLeft | Labo06CenterLeft | (Labo06Upper + pile_attack)
Labo 6,Labo06Upper,Labo19LowerRight,None,Done,,,,None
Labo 6,Labo06UpperLeft,Labo24Right,"(Labo06LowerLeft | Labo06Lower) + high_jump + (double_jump | dodge)
| Labo06CenterLeft + (high_jump + (double_jump | dodge) | double_jump + wall_grab + (dodge | WALL_DASH))
| Labo06Upper + pile_attack + (wall_grab | high_jump)",Done,"high_jump + dodge is enough from CenterLeft; high_jump by itself is not enough
so CenterLeft would be (high_jump + (double_jump | dodge)) | double_jump + wall_grab + (dodge | WALL_DASH)
not sure if double_jump + dodge are required for wall_grab from Upper, just one or the other... actually id simplify upper to just pile_attack + (wall_grab | high_jump)",,"((Labo06LowerLeft | Labo06Lower) + high_jump) 
| (Labo06CenterLeft + (high_jump | wall_grab + (double_jump + (dodge | WALL_DASH))))
| (Labo06Upper + pile_attack + (WALL_DASH | wall_grab + double_jump + dodge))","(Labo06LowerLeft | Labo06Lower) + high_jump + (double_jump | dodge)
| Labo06CenterLeft + (high_jump + (double_jump | dodge) | double_jump + wall_grab + (dodge | WALL_DASH))
| Labo06Upper + pile_attack + (wall_grab | high_jump)"
Labo 7,Labo07Left,Labo08LowerRight,Labo07Right | Labo07Upper,Done,,,,Labo07Right | Labo07Upper
Labo 7,Labo07Right,Labo06LowerLeft,Labo07Left | Labo07Upper,Done,,,,Labo07Left | Labo07Upper
Labo 7,Labo07Upper,Labo16Lower,"(Labo07Left | Labo07Right) 
+ high_jump",Done,,,,"(Labo07Left | Labo07Right) 
+ high_jump"
Labo 8,Labo08CenterLeft,Labo05UpperRight,"Labo08CenterRight 
| (Labo08Upper + pile_attack + (high_jump | (double_jump + wall_grab)))",Done,"dont ""neeed"" high_jump | double_jump + wall_grab ; can collide with ground from pile_attack of floor/area to stop at",,"No changes made, just suggested","Labo08CenterRight 
| (Labo08Upper + pile_attack + (high_jump | (double_jump + wall_grab)))"
Labo 8,Labo08CenterRight,Labo16Left,"Labo08CenterLeft 
| (Labo08Upper + pile_attack + (high_jump | (double_jump + wall_grab)))",Done,"dont ""neeed"" high_jump | double_jump + wall_grab ; can collide with ground from pile_attack of floor/area to stop at",,"No changes made, just suggested","Labo08CenterLeft 
| (Labo08Upper + pile_attack + (high_jump | (double_jump + wall_grab)))"
Labo 8,Labo08Lower,Labo14Upper,Labo08Upper + pile_attack,Done,,,,Labo08Upper + pile_attack
Labo 8,Labo08LowerLeft,Labo05LowerRight,"Labo08LowerRight 
| (Labo08Upper + pile_attack)",Done,,,,"Labo08LowerRight 
| (Labo08Upper + pile_attack)"
Labo 8,Labo08LowerRight,Labo07Left,"Labo08LowerLeft 
| (Labo08Upper + pile_attack)",Done,,,,"Labo08LowerLeft 
| (Labo08Upper + pile_attack)"
Labo 8,Labo08Upper,Labo19LowerLeft,None,Done,,,,None
Labo 8,Labo08UpperLeft,Labo26Right,"Labo08UpperRight 
| (Labo08Upper + pile_attack + (high_jump | (double_jump + wall_grab)))",Done,"dont ""neeed"" high_jump | double_jump + wall_grab ; can collide with ground from pile_attack of floor/area to stop at",,"No changes made, just suggested","Labo08UpperRight 
| (Labo08Upper + pile_attack + (high_jump | (double_jump + wall_grab)))"
